city_id,city,country
105970,Trincomalee,Sri Lanka
17041,Mukdahan,Thailand
106056,Pangandaran,Indonesia
106013,Kendari,Indonesia
17772,Sumbawa,Indonesia
106067,Quang Ngai,Vietnam
18226,Anuradhapura,Sri Lanka
182702,Unawatuna,Sri Lanka
106046,Belitung,Indonesia
106038,Bangka,Indonesia
105999,Kupang,Indonesia
18976,Flores,Indonesia
106023,Palangkaraya,Indonesia
734776,Mabuun,Indonesia
734783,Sungai Sekonyer,Indonesia
669527,Ende,Indonesia
105996,Khao Sok (Suratthani),Thailand
18041,Siargao Island,Philippines
106079,Pekalongan,Indonesia
207668,Mae Suai / Wiang Pa Pao,Thailand
106083,Champasak,Laos
106084,Thakhek,Laos
106122,Calapan,Philippines
21396,Polonnaruwa,Sri Lanka
106119,Kitulgala,Sri Lanka
10803,Kalutara,Sri Lanka
17022,Nakhon Pathom,Thailand
292835,Koh Phayam (Ranong),Thailand
1037,Ranong,Thailand
20010,Tangalle,Sri Lanka
512866,Mirissa,Sri Lanka
161814,Karawang,Indonesia
161749,Jember,Indonesia
161623,Bengkulu,Indonesia
106057,Garut,Indonesia
204562,Chum Phae,Thailand
214881,Tawangmangu,Indonesia
246854,Bondowoso,Indonesia
14472,Purwakarta,Indonesia
105991,Bien Hoa (Dong Nai),Vietnam
204064,Lang Son,Vietnam
214610,Sing Buri,Thailand
127869,Pathum Thani,Thailand
390130,Dumai,Indonesia
256216,Tulungagung,Indonesia
230398,Tam Dao (Vinh Phuc),Vietnam
720020,Nasugbu,Philippines
105661,Thanh Hoá / Sầm Sơn Beach,Vietnam
161752,Madiun,Indonesia
246860,Cepu,Indonesia
18217,Subic (Zambales),Philippines
718883,Thuận An,Vietnam
281649,Pailin,Cambodia
513025,Rantepao,Indonesia
671811,Mae Salong (Chiang Rai),Thailand
711921,Pinnawala,Sri Lanka
18870,Cavite,Philippines
390127,Sawahlunto,Indonesia
105961,Camiguin,Philippines
292865,Kudus,Indonesia
390119,Pacitan,Indonesia
106070,Salatiga,Indonesia
180098,San Fernando (Pampanga),Philippines
292837,Parepare,Indonesia
390120,Sorong,Indonesia
728012,Nui Thanh,Vietnam
161765,Banjarbaru,Indonesia
115678,Bình Dương,Vietnam
390132,Gorontalo,Indonesia
725719,Hat Kham,Laos
106068,Lao Cai City,Vietnam
115629,Ca Mau,Vietnam
390164,Merauke,Indonesia
256218,Eastern Samar,Philippines
728042,Pandan,Philippines
17789,Nakhon Nayok,Thailand
14632,Beruwala,Sri Lanka
16089,Phetchabun,Thailand
256223,Tasikmalaya,Indonesia
390221,Sarolangun,Indonesia
17392,Songkhla,Thailand
709819,Kalianda,Indonesia
17788,Kalasin,Thailand
390224,Cauayan  (Negros Occidental),Philippines
214043,Mahasarakham,Thailand
17330,Marawila,Sri Lanka
204065,Nam Dinh,Vietnam
226261,Madagui (Dalat),Vietnam
214070,Sakon Nakhon,Thailand
106095,Ella,Sri Lanka
127844,Chachoengsao,Thailand
127898,Suphan Buri,Thailand
214879,Chaiyaphum,Thailand
219881,Cai Be (Tien Giang),Vietnam
512726,Savannakhet,Laos
669640,Sungai Liat,Indonesia
710708,Muang Xai,Laos
221398,Dien Chau,Vietnam
115754,Thai Nguyen,Vietnam
161741,Tegal,Indonesia
161798,Duri,Indonesia
512743,Tentena,Indonesia
18913,Kampot,Cambodia
226263,Mai Chau (Hoa Binh),Vietnam
719283,Panawuan,Indonesia
177217,Naga City,Philippines
230985,Ha Tinh,Vietnam
205432,Mae Ai,Thailand
174484,Kalibo,Philippines
702026,Surigao City,Philippines
183562,Wattala,Sri Lanka
390125,Kalpitiya,Sri Lanka
512859,Pasikuda,Sri Lanka
204495,Chiang Dao,Thailand
127871,Phayao,Thailand
214967,My Tho (Tien Giang),Vietnam
102475,Sorsogon,Philippines
20002,Roxas City (Capiz),Philippines
716359,Ou Chrov,Cambodia
161737,Purwokerto,Indonesia
127848,Fang,Thailand
172137,General Santos City,Philippines
709105,Donsol,Philippines
207412,Thoeng,Thailand
174145,Iriga City,Philippines
513061,Pemalang,Indonesia
512736,Muang Khong,Laos
19821,Kratie,Cambodia
710778,Pangkalanbuun,Indonesia
702167,Rathnapura,Sri Lanka
161718,Cilacap,Indonesia
106085,Banlung,Cambodia
167971,Binangonan,Philippines
175256,La Union,Philippines
709101,Caramoan,Philippines
115742,Tam Ky (Quang Nam),Vietnam
513014,Ponorogo,Indonesia
214543,Samut Songkhram,Thailand
671675,Polomolok,Philippines
218905,Bao Loc,Vietnam
115622,Long Xuyen (An Giang),Vietnam
166818,Antipolo,Philippines
182541,Tuguegarao City,Philippines
105960,Koh Sriboya (Krabi),Thailand
204059,Cao Lanh (Dong Thap),Vietnam
513148,Bueng Kan,Thailand
21266,Pakbeng,Laos
390178,Arugam Bay,Sri Lanka
180078,San Carlos (Negros Occidental),Philippines
115735,Vinh Yen (Vinh Phuc),Vietnam
166772,Angono,Philippines
709099,Santo Domingo (Albay),Philippines
214338,Phatthalung,Thailand
390180,Udawalawe,Sri Lanka
18867,Lai Chau,Vietnam
725722,Beng,Laos
710902,Sipalay,Philippines
702236,Manolo Fortich,Philippines
512968,Samosir,Indonesia
8026,Pasuruan,Indonesia
513400,Sen Monorom,Cambodia
170959,Embilipitiya,Sri Lanka
167622,Batticaloa,Sri Lanka
728041,Libertad (Antique),Philippines
175919,Lucena,Philippines
204067,Dong Ha (Quang Tri),Vietnam
19476,Banaue,Philippines
225574,Lao Bao,Vietnam
390245,Ilocos Sur,Philippines
21721,Probolinggo,Indonesia
671651,Baler,Philippines
204056,Ben Tre,Vietnam
728076,Dieng Kulon,Indonesia
713198,Bauang,Philippines
228387,Phong Nha,Vietnam
734855,Nemberala,Indonesia
716205,Kotapola,Sri Lanka
711076,Hinoba-an,Philippines
19958,Dipolog,Philippines
702288,Catarman,Philippines
702289,Borongan,Philippines
176409,Masbate,Philippines
702234,Valencia (Bukidnon),Philippines
178025,Ormoc,Philippines
702262,Maasin,Philippines
702264,Sogod,Philippines
702249,Baybay,Philippines
174130,Ipil,Philippines
512939,Ozamiz City,Philippines
512930,Pagadian City,Philippines
719782,Sukaresik,Indonesia
214600,Si Thep,Thailand
167320,Badulla,Sri Lanka
669520,Ujung Genteng,Indonesia
115753,Thai Binh,Vietnam
512875,Klaten,Indonesia
115734,Vinh Long,Vietnam
106012,Rach Gia (Kien Giang),Vietnam
174278,Jaffna,Sri Lanka
176243,Mannar,Sri Lanka
671622,Jepara,Indonesia
214541,Samut Prakan,Thailand
669567,Boyolali,Indonesia
711916,Dompe,Sri Lanka
512877,Ciamis,Indonesia
512735,Sa Kaeo,Thailand
106093,Weligama,Sri Lanka
207216,Takhli  (Nakhon Sawan),Thailand
80017,Gampaha,Sri Lanka
115740,Phuc Yen,Vietnam
513243,Houayxay,Laos
205433,Mae Chaem,Thailand
19347,Luang Namtha,Laos
669642,Long Thanh,Vietnam
175110,Kurunegala,Sri Lanka
671595,Padang Sidempuan,Indonesia
711616,San Jose del Monte,Philippines
671602,Tarutung,Indonesia
716202,Sewanagala,Sri Lanka
220366,Cho Lach,Vietnam
671654,Candelaria (Quezon),Philippines
702248,Tacloban City,Philippines
513047,Sibolga,Indonesia
17797,Satun,Thailand
513057,Jombang,Indonesia
716366,Serei Saophoan,Cambodia
170340,Digos,Philippines
737694,Sindangan,Philippines
513608,Romblon,Philippines
716374,Pathounphone,Laos
512966,Pematangsiantar,Indonesia
671803,Tambolaka,Indonesia
513609,Nong Khiaw,Laos
716349,Doun Kaev,Cambodia
292827,Lubuklinggau,Indonesia
179122,Quezon City,Philippines
702181,Tagum,Philippines
708966,Matara,Sri Lanka
702291,Nam Cat Tien,Vietnam
178314,Panadura,Sri Lanka
513226,Karimunjawa,Indonesia
710566,Koh Rong Sanloem,Cambodia
735618,Wangiwangi Island,Indonesia
513433,Mahiyanganaya,Sri Lanka
716203,Moneragala,Sri Lanka
688629,Catanduanes,Philippines
204438,Chai Prakan,Thailand
688643,Bagabag,Philippines
176435,Matale,Sri Lanka
694528,Baturaja,Indonesia
690284,Basco,Philippines
12820,Sukabumi,Indonesia
170092,Daet,Philippines
182782,Urdaneta,Philippines
702265,Padre Burgos,Philippines
711920,Koh Rong,Cambodia
512755,Raja Ampat,Indonesia
176192,Malolos,Philippines
688616,Sagada,Philippines
710706,Muang Pakxong,Laos
390175,Hanwella,Sri Lanka
168722,Bulacan,Philippines
701598,Aparri,Philippines
671627,Castillejos,Philippines
204055,Bac Lieu,Vietnam
514513,Infanta,Philippines
178650,Piliyandala,Sri Lanka
702032,Macrohon,Philippines
716361,Phnum Sruoch,Cambodia
707842,Martapura,Indonesia
17795,Roi Et,Thailand
671806,Bojonegoro,Indonesia
671710,Lingayen,Philippines
214025,Amnat Charoen,Thailand
513344,Kegalle,Sri Lanka
161893,Depok,Indonesia
702139,Naval,Philippines
702150,Ruteng,Indonesia
513512,Wonosobo,Indonesia
204060,Ha Giang,Vietnam
702156,Lahat,Indonesia
711797,Guimaras Island,Philippines
716197,Arachchikattuwa,Sri Lanka
669602,Wellawaya,Sri Lanka
702166,Cauayan,Philippines
728077,Waigete,Indonesia
21947,Dagupan,Philippines
174434,Kabankalan,Philippines
719583,Salahutu,Indonesia
178248,Padukka,Sri Lanka
700521,Bais,Philippines
706683,San Fabian,Philippines
174011,Iligan City,Philippines
168038,Biyagama,Sri Lanka
204063,Kon Tum,Vietnam
725721,Na Hin,Laos
702252,Hilongos,Philippines
213492,Chai Nat,Thailand
718314,Merek,Indonesia
706682,Alaminos City,Philippines
102465,Mojokerto,Indonesia
720507,Nintavur,Sri Lanka
671574,Pursat,Cambodia
728063,Dapitan City,Philippines
292838,Singkawang,Indonesia
18865,Bac Ha (Lao Cai),Vietnam
5781,Zamboanga City,Philippines
728047,San Jacinto,Philippines
161787,Bone,Indonesia
710960,Tbeng Meanchey,Cambodia
705347,Tanjung Balai Karimun,Indonesia
513121,Binjai,Indonesia
513553,Sinharaja,Sri Lanka
709724,Pandeglang,Indonesia
716347,Chbar Mon,Cambodia
161760,Tuban,Indonesia
702284,Tanete,Indonesia
161720,Demak,Indonesia
708968,Almeria,Philippines
710398,Elpitiya,Sri Lanka
179089,Puttalam,Sri Lanka
671637,Muang Ngoy,Laos
205767,Na Noi,Thailand
179273,Ratnapura,Sri Lanka
719281,Karangtanjung,Indonesia
671700,Bangued,Philippines
705374,Batulicin,Indonesia
18911,Kampong Cham,Cambodia
161781,Babakan,Indonesia
214542,Samut Sakhon,Thailand
180200,San Rafael,Philippines
102473,Malay,Philippines
705380,Berau,Indonesia
688641,Candelaria (Zambales),Philippines
702027,Tandag,Philippines
737056,Gerona,Philippines
709110,Lucban,Philippines
736605,Gal Oya,Sri Lanka
204053,Bac Giang,Vietnam
694517,Tanay,Philippines
115756,Thanh Hóa,Vietnam
706685,Sablayan,Philippines
706222,Rembang,Indonesia
709119,Lake Sebu,Philippines
670825,Iba,Philippines
669620,Ca Na Beach (Ninh Thuan),Vietnam
702158,San Jose (Mindoro Occidental),Philippines
717268,Labrador,Philippines
17800,Yasothon,Thailand
181878,Tabaco,Philippines
204080,Ang Thong,Thailand
734820,Kastela,Indonesia
204766,Hot,Thailand
161866,Tanjung Selor,Indonesia
710775,Paiton,Indonesia
710831,Rantauprapat,Indonesia
710599,Labuhanpandan,Indonesia
711093,San Joaquin,Philippines
168904,Cainta,Philippines
115658,Ap Ke My,Vietnam
710707,Muang Sing,Laos
711615,Chantrea,Cambodia
706696,Purbalingga,Indonesia
513358,Banjarnegara,Indonesia
513610,Koun Kham,Laos
720976,Ly Son,Vietnam
512833,Lumajang,Indonesia
513232,Majayjay,Philippines
716369,Stueng Saen,Cambodia
223145,Huyen Gio Linh,Vietnam
669494,Bitung,Indonesia
720973,Tu Son (Bac Ninh),Vietnam
716212,Pothuvil,Sri Lanka
222447,Hai Ha,Vietnam
226464,Moc Chau,Vietnam
115625,Bac Ninh,Vietnam
669576,Bukit Lawang,Indonesia
161769,Sampit,Indonesia
716353,Kampong Svay,Cambodia
513171,Nong Bua Lam Phu,Thailand
712528,Pintuyan,Philippines
176012,Mabalacat,Philippines
169182,Carmona,Philippines
710946,Tana Paser,Indonesia
204071,Tuyen Quang,Vietnam
720977,Tanh Gia (Thanh Hoa),Vietnam
220463,Chuc Tchia,Vietnam
161831,Kuningan,Indonesia
737466,Deli Serdang,Indonesia
734771,Watukarung,Indonesia
710709,Muaraenim,Indonesia
734793,Tanjung Redeb,Indonesia
205333,Lahan Sai,Thailand
513178,Koronadal City,Philippines
513611,Pati,Indonesia
180422,Santiago,Philippines
719585,Ambalantota,Sri Lanka
732137,Buruanga,Philippines
390131,Ternate,Indonesia
734856,Oenggaut,Indonesia
229505,Quan Ba,Vietnam
512733,Oudomxay,Laos
215135,Tan Hiep,Vietnam
513528,Cabangan,Philippines
709532,Timika,Indonesia
175418,Lapu-Lapu City,Philippines
737403,Pulisan,Indonesia
702285,Haputale,Sri Lanka
719284,Gunung Putri,Indonesia
161757,Sidoarjo Regency,Indonesia
205144,Khong Chiam,Thailand
726300,Kekirawa,Sri Lanka
167415,Baliuag,Philippines
127873,Pichit,Thailand
728006,Nam Can (Ca Mau),Vietnam
513379,Kendal,Indonesia
176726,Mirigama,Sri Lanka
222751,Hoang Mai,Vietnam
713202,Madura Island,Indonesia
734760,Grajagan,Indonesia
219949,Cam Pha,Vietnam
734927,Sampe Raya,Indonesia
734928,Timbang Lawan,Indonesia
166679,Ambalangoda,Sri Lanka
232995,Vinh Phuc,Vietnam
728013,Ba Thuoc,Vietnam
204057,Cao Bang,Vietnam
513059,Kotamobagu,Indonesia
720974,Ba Be,Vietnam
734798,Singa Gembara,Indonesia
21264,Phonesavanh,Laos
728010,Con Cuong  (Nghe An),Vietnam
214644,Su-ngai Kolok,Thailand
390118,Purwodadi,Indonesia
734789,Maratua Teluk Harapan,Indonesia
725381,Langgur,Indonesia
717267,Plaridel (Bulacan),Philippines
214282,Pak Kret,Thailand
717240,Dingalan,Philippines
716345,Baray,Cambodia
718890,Minuwangoda,Sri Lanka
513368,Stung Treng,Cambodia
213848,Ko Lanta Noi,Thailand
734764,Paciran,Indonesia
700531,San Carlos (Pangasinan),Philippines
213453,Betong,Thailand
701596,San Mateo,Philippines
183072,Vavuniya,Sri Lanka
390174,Belihuloya,Sri Lanka
734907,Pondang,Indonesia
736598,Maspotha,Sri Lanka
204066,Viet Tri (Phu Tho),Vietnam
728036,Javier,Philippines
513106,Luwuk,Indonesia
705325,Kebumen,Indonesia
115751,Tay Ninh,Vietnam
513503,Chilaw,Sri Lanka
710375,Diyatalawa,Sri Lanka
734845,Sekongkang Bawah,Indonesia
738757,Dikwella,Sri Lanka
670826,Majalengka,Indonesia
709112,Waingapu,Indonesia
734755,Karangturi,Indonesia
167211,Avissawella,Sri Lanka
221883,Dong Van,Vietnam
719776,Quan Hau,Vietnam
176135,Makandura,Sri Lanka
710729,Nallathanniya,Sri Lanka
734881,Macanang,Indonesia
734785,Gunung Bahagia,Indonesia
204061,Phu Ly (Ha Nam),Vietnam
734740,Songgom,Indonesia
717436,Capas,Philippines
710364,Deniyaya,Sri Lanka
711810,Gunungsitoli,Indonesia
710621,Louang Namtha,Laos
161717,Bedoyo,Indonesia
226502,Mu Cang Chai,Vietnam
706678,Brebes,Indonesia
734934,Aek Tolang,Indonesia
734882,Tanah Kongkong,Indonesia
734930,Botohilitano,Indonesia
115748,Soc Trang,Vietnam
734759,Sumberagung,Indonesia
718288,Bani,Philippines
711720,Mauban,Philippines
702299,Santa Ana (Cagayan),Philippines
728067,Carles,Philippines
710784,Passara,Sri Lanka
734826,Buwun Mas,Indonesia
717629,Nakai,Laos
736604,Komari,Sri Lanka
734829,Mangkung,Indonesia
222717,Hoai Duc Phu,Vietnam
390128,Sragen,Indonesia
115657,Ap Binh Thi,Vietnam
223230,Huyen Long Khanh,Vietnam
734862,Wula Waiijelu,Indonesia
736091,Ibajay,Philippines
734813,Saleman,Indonesia
175522,Legaspi City,Philippines
734823,Huu,Indonesia
21673,Ha Tien (Kien Giang),Vietnam
732943,Muang La,Laos
720560,Ampana,Indonesia
229817,Sa Dec,Vietnam
669525,Maumere,Indonesia
728045,Nabas,Philippines
712892,Simeulue Island,Indonesia
708960,Tanjung Balai,Indonesia
669539,Botolan,Philippines
230082,Song Cau,Vietnam
728014,Yen Binh (Yen Bai),Vietnam
734854,Boa,Indonesia
732139,Hinatuan,Philippines
720994,Hunumulla,Sri Lanka
736606,Thanamalvila,Sri Lanka
127901,Yala,Thailand
234568,Yen Minh,Vietnam
204068,Son La,Vietnam
720013,Ilagan,Philippines
232772,Van Giang,Vietnam
735692,Nong Hong (Buri Ram),Thailand
706671,Karanganyar,Indonesia
221169,Dam Thuy,Vietnam
734841,Beru,Indonesia
512857,Gresik,Indonesia
513275,Maskeliya,Sri Lanka
720011,Calasiao,Philippines
737657,Lam Ha (Lam Dong),Vietnam
19644,Sumba Island,Indonesia
737234,Santa Monica,Philippines
717445,Matnog,Philippines
728035,Calatrava,Philippines
204058,Gia Nghia (Dak Nong),Vietnam
671794,Caticlan / Malay,Philippines
737407,Tebing Tinggi,Indonesia
709495,Balige,Indonesia
710839,Rinondoran,Indonesia
19626,Tana Toraja,Indonesia
734769,Seloliman,Indonesia
390177,Ambepussa,Sri Lanka
712971,Kalalgoda,Sri Lanka
720009,Bay,Philippines
728004,Binh Long (Binh Phuoc),Vietnam
737436,North Tapanuli,Indonesia
709098,Daraga,Philippines
736610,Devinuwara,Sri Lanka
716207,Mahawa,Sri Lanka
513134,Nganjuk,Indonesia
711860,Pulau Una Una,Indonesia
220864,Da Deum,Vietnam
700530,Palayan,Philippines
709718,La Trinidad,Philippines
734863,Taubneno,Indonesia
734893,Tanjung Pude,Indonesia
224382,Kon Von Kle,Vietnam
513321,Meulaboh,Indonesia
513264,Binan,Philippines
183157,Veyangoda,Sri Lanka
205656,Mueang Suang,Thailand
206679,Phrao,Thailand
179178,Ragama,Sri Lanka
228115,Pac Xin,Vietnam
204072,Yen Bai,Vietnam
161817,Kebonkacang,Indonesia
734925,Namu Sialang,Indonesia
719278,Moyo Island,Indonesia
161889,Sigunturmuda,Indonesia
512984,Mentawai Island,Indonesia
734858,Gaura,Indonesia
725478,Siborongborong,Indonesia
728034,Palompon,Philippines
708969,Biliran,Philippines
718312,Teluk Dalam,Indonesia
220860,Da Chang,Vietnam
728038,Lawaan,Philippines
222832,Hong Ngu,Vietnam
223243,Huyen Mang Yang,Vietnam
105980,Talisay (Negros Occidental),Philippines
115709,Nghia Lo,Vietnam
161614,Langsa,Indonesia
734835,Mekar Sari,Indonesia
737734,Mexico (Pampanga),Philippines
161807,Kabil,Indonesia
737406,Kotabaru,Indonesia
737469,Cantilan,Philippines
736622,Balangoda,Sri Lanka
734768,Sarangan,Indonesia
17792,Pattani,Thailand
734920,Kasang,Indonesia
734939,Pagerharjo,Indonesia
734743,Mancagahar,Indonesia
728008,Ninh Hoa (Khanh Hoa),Vietnam
161656,Cikande,Indonesia
736620,Kadawatha,Sri Lanka
734938,Ngargosari,Indonesia
181924,Taguig,Philippines
734940,Sendangagung,Indonesia
221359,Di Linh,Vietnam
669511,Phan,Thailand
734718,Matanurung,Indonesia
217290,Ban Coc Lua,Vietnam
226477,Mong Cai,Vietnam
223307,Huyen Phu Quy,Vietnam
728028,Magalang,Philippines
709496,Palopo,Indonesia
513269,Kisaran,Indonesia
176157,Malaybalay,Philippines
225593,Lao San Chay,Vietnam
172288,Gloria,Philippines
720008,Bacolor,Philippines
176013,Mabini (Davao de Oro),Philippines
221974,Duc Trong,Vietnam
737410,Tinggimoncong,Indonesia
734933,Bahapal Raya,Indonesia
513388,Lhokseumawe,Indonesia
513076,Payakumbuh,Indonesia
735615,Kutacane,Indonesia
720546,Wakatobi,Indonesia
711127,Baubau,Indonesia
512858,Mamuju,Indonesia
161804,Indramayu,Indonesia
223019,Huyen Bac Binh,Vietnam
214441,Prathai,Thailand
513056,Sumedang,Indonesia
734937,Hargowilis,Indonesia
706697,Ngawi,Indonesia
179580,Rodriguez,Philippines
737399,Pesawaran Regency,Indonesia
716209,Akmeemana,Sri Lanka
216625,Ap Thien Phuoc,Vietnam
726301,Panama,Sri Lanka
232259,Trai Mat,Vietnam
161850,Prabumulih,Indonesia
728074,Pagar Alam,Indonesia
19931,Ahangama,Sri Lanka
512920,Pangkal Pinang,Indonesia
702165,Batusangkar,Indonesia
223174,Huyen Hoai Nhon,Vietnam
223237,Huyen Luong Son,Vietnam
734836,Sapit,Indonesia
106118,Talalla,Sri Lanka
216927,Ba Ria,Vietnam
716213,Kilinochchi,Sri Lanka
737427,Ogan Komering Ilir,Indonesia
115652,Khanh Hoa,Vietnam
230898,Thanh Pho Thanh Hoa,Vietnam
178485,Peliyagoda,Sri Lanka
234333,Xuan Bang,Vietnam
182050,Taytay,Philippines
734716,Busung Indah,Indonesia
716346,Botum Sakor,Cambodia
671704,Sayaboury,Laos
216614,Ap Thap Muoi,Vietnam
115695,Gia Lam,Vietnam
734899,Tongano Barat,Indonesia
728046,Milagros,Philippines
719783,San Jose de Buenavista,Philippines
710652,Maninjau,Indonesia
734885,Benteng Selatan,Indonesia
728075,Slawi,Indonesia
206473,Pakham,Thailand
712661,San Leonardo,Philippines
513323,Muara Enim,Indonesia
214330,Phanna Nikhom,Thailand
725516,Utarom,Indonesia
390129,Lamongan,Indonesia
